Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,SKU32,46.26374434111145,87,996,6705.937606534323,Male,52,14,1,5,Carrier B,1.0134865660958965,Supplier 1,Bangalore,18,235,5,1.0850685695870688,Pass,0.0186075676310149,Air,Route A,184.6993383063581
skincare,SKU73,68.94121950706032,56,8,5253.738745966244,Unknown,100,12,70,1,Carrier B,7.591305155232145,Supplier 1,Chennai,30,104,19,74.43642129259322,Fail,3.5648258337227756,Rail,Route A,103.91624796070496
haircare,SKU84,29.166237059972197,13,374,7142.273020892935,Female,50,8,96,7,Carrier B,6.585262928808323,Supplier 3,Mumbai,26,495,1,67.31481133832685,Pending,4.939255288620948,Sea,Route A,438.9960171492456
skincare,SKU19,1.6999760138659377,35,783,9072.635848512444,Non-binary,79,30,68,10,Carrier C,6.6635387805320905,Supplier 1,Chennai,28,555,7,1.0850685695870688,Pending,2.381076306773111,Rail,Route A,118.33952586211842
skincare,SKU69,29.5041354893022,9,8,3121.992974428148,Unknown,73,12,40,9,Carrier B,9.395802255446261,Supplier 2,Mumbai,15,548,1,1.0850685695870688,Pass,2.2346670436070877,Rail,Route B,485.2817232260493
haircare,SKU87,1.6999760138659377,75,303,1061.618523013288,Non-binary,0,14,58,1,Carrier A,1.0134865660958965,Supplier 4,Chennai,19,104,12,99.46610860359912,Pending,4.939255288620948,Air,Route A,291.8824781595095
haircare,SKU2,65.59747289622335,20,813,8278.482471098687,Male,71,1,43,10,Carrier B,9.529407828155835,Supplier 4,Bangalore,30,104,28,1.0850685695870688,Pending,4.939255288620948,Road,Route C,520.7917279137475
skincare,SKU87,99.1713286386242,13,169,7159.7608128075135,Unknown,62,1,1,10,Carrier B,4.275081285468312,Supplier 1,Delhi,21,843,30,77.30572925616936,Pass,2.415273679971187,Sea,Route A,595.9730969495527
skincare,SKU30,99.1713286386242,78,996,6914.161807148237,Non-binary,71,1,4,10,Carrier A,6.63362572510271,Supplier 4,Kolkata,15,104,16,1.0850685695870688,Pending,3.221917639992398,Rail,Route C,722.5578396227892
skincare,SKU54,77.95495709838202,100,499,9866.465457979695,Female,100,20,10,10,Carrier B,6.2232736787219975,Supplier 1,Kolkata,30,157,5,9.533905661189104,Fail,0.22087105140739027,Rail,Route B,103.91624796070496
haircare,SKU4,61.147730315057274,19,553,4164.995917515681,Female,100,26,47,4,Carrier C,9.92981624527726,Supplier 4,Chennai,30,104,30,82.88582297619458,Pending,1.266591749239671,Rail,Route B,103.91624796070496
skincare,SKU65,1.6999760138659377,1,55,4076.6345393989327,Female,100,24,6,2,Carrier B,9.92981624527726,Supplier 3,Chennai,30,985,2,55.66161297744127,Pending,3.5015746674985824,Rail,Route A,103.91624796070496
skincare,SKU7,1.6999760138659377,30,552,1920.457941432501,Female,12,30,96,10,Carrier C,6.8823846693799755,Supplier 1,Chennai,22,104,12,64.91946974793139,Pending,3.2149791765453704,Rail,Route A,103.91624796070496
haircare,SKU49,99.1713286386242,1,426,4588.332982620219,Non-binary,0,21,70,4,Carrier B,9.92981624527726,Supplier 1,Chennai,30,809,12,66.9454165787951,Pass,3.3499076546293356,Rail,Route C,148.80605131495258
skincare,SKU48,40.43131898844298,54,32,5147.302774102398,Male,52,16,11,8,Carrier B,2.269237353400559,Supplier 3,Mumbai,29,104,5,74.70812249236752,Pass,3.6467408766014984,Road,Route B,300.5543150343993
skincare,SKU32,60.735479453217636,34,996,3222.7193422420482,Female,38,4,73,3,Carrier C,1.0134865660958965,Supplier 2,Kolkata,28,387,5,61.2783990195166,Fail,4.939255288620948,Road,Route A,596.813705122508
skincare,SKU72,24.67526556593629,25,8,6805.671951730349,Unknown,0,8,29,7,Carrier C,8.938315075396888,Supplier 2,Kolkata,1,883,24,1.0850685695870688,Pass,1.6976868642205314,Air,Route A,605.7256407928973
skincare,SKU82,67.61315158673042,46,8,8201.444830959115,Female,29,1,43,3,Carrier C,5.40527595668131,Supplier 3,Mumbai,30,985,22,83.40429799049257,Fail,4.010669429647503,Rail,Route A,280.11230780797894
cosmetics,SKU29,71.7106235028884,100,743,7389.841659108837,Non-binary,38,28,1,2,Carrier C,1.0134865660958965,Supplier 1,Delhi,30,262,4,57.655248542968394,Pending,1.9997420396033037,Road,Route C,923.3185343665917
haircare,SKU22,1.6999760138659377,60,8,9866.465457979695,Female,38,1,56,1,Carrier B,2.2808195345546967,Supplier 3,Kolkata,17,864,7,99.46610860359912,Pending,2.3758243964004198,Sea,Route C,326.35143818976337
skincare,SKU98,75.19840852767523,6,8,1061.618523013288,Male,94,1,30,8,Carrier C,2.3521617006629265,Supplier 3,Mumbai,30,104,21,59.47331807939507,Fail,4.939255288620948,Rail,Route A,103.91624796070496
skincare,SKU28,39.51031533894263,67,8,9866.465457979695,Female,70,30,10,3,Carrier B,9.92981624527726,Supplier 4,Delhi,16,200,30,1.0850685695870688,Pass,2.187983583304245,Sea,Route B,339.7501219877779
skincare,SKU16,24.10020802579325,64,8,8732.871566737476,Unknown,29,1,25,7,Carrier A,1.0134865660958965,Supplier 3,Chennai,13,877,2,71.60462913847356,Fail,2.7915747017666463,Air,Route A,997.4134501331946
skincare,SKU62,80.31968015551998,35,461,6161.372047584428,Female,8,30,72,10,Carrier A,9.92981624527726,Supplier 2,Kolkata,30,459,3,54.928001251896106,Pending,4.081543167325741,Rail,Route A,265.78609896747173
haircare,SKU95,17.73931038430063,78,692,9421.43946782522,Male,0,30,35,9,Carrier A,4.557420883394871,Supplier 1,Kolkata,30,917,2,1.0850685695870688,Pending,0.0339922642449475,Road,Route A,305.2047021326536
cosmetics,SKU73,1.6999760138659377,25,417,9522.183030765704,Non-binary,48,28,1,9,Carrier A,4.654259787636805,Supplier 3,Delhi,30,104,17,36.85778234280581,Pending,4.939255288620948,Sea,Route A,997.4134501331946
haircare,SKU61,6.768190741218751,8,279,1061.618523013288,Unknown,46,9,82,10,Carrier A,3.3886253674457985,Supplier 3,Chennai,9,870,1,49.679425454437016,Pending,4.939255288620948,Rail,Route A,103.91624796070496
skincare,SKU92,72.4984103187721,17,687,4927.920688003867,Male,100,1,96,8,Carrier B,1.0134865660958965,Supplier 2,Kolkata,30,165,19,99.46610860359912,Fail,4.939255288620948,Rail,Route B,425.67997056011774
skincare,SKU88,59.244179164361114,27,8,3395.6202878965178,Female,100,9,7,10,Carrier C,1.0134865660958965,Supplier 4,Chennai,30,530,19,99.46610860359912,Pending,4.266010874236044,Rail,Route A,233.93801262966088
skincare,SKU24,37.46656740343073,59,996,6826.091749761767,Male,100,11,37,7,Carrier B,5.983256432187778,Supplier 2,Chennai,27,402,15,1.0850685695870688,Pending,2.5049123846449044,Air,Route A,504.45009819986706
skincare,SKU56,99.1713286386242,46,184,9866.465457979695,Female,41,16,1,10,Carrier B,5.458811851943093,Supplier 2,Kolkata,16,104,29,99.46610860359912,Pending,3.173270354986441,Rail,Route A,997.4134501331946
haircare,SKU63,70.30204306517223,49,857,9198.64951157563,Male,14,30,26,4,Carrier C,1.0134865660958965,Supplier 3,Delhi,30,104,29,56.805987057245474,Pending,3.1284299959028177,Rail,Route B,328.73484635342413
skincare,SKU96,73.74501675901566,51,529,7189.56721039171,Unknown,58,23,96,10,Carrier A,5.031701981763443,Supplier 2,Chennai,30,390,13,49.18856334701894,Pending,2.1540045113048536,Sea,Route B,375.82451718013925
skincare,SKU78,67.11177604253027,1,752,1061.618523013288,Male,100,1,1,10,Carrier C,2.6285685087366746,Supplier 1,Kolkata,24,376,11,98.26978607660601,Pass,4.939255288620948,Rail,Route A,407.2664518093025
skincare,SKU78,51.309111854522754,100,495,8225.72651220477,Male,97,11,8,5,Carrier B,2.3927678563829087,Supplier 2,Delhi,16,104,17,61.63494633255399,Pending,0.0186075676310149,Road,Route B,523.1582094025428
haircare,SKU96,45.61156327508654,10,996,5064.665668961265,Female,53,1,64,1,Carrier A,2.86286540232092,Supplier 5,Kolkata,30,574,13,99.46610860359912,Pending,4.939255288620948,Air,Route A,103.91624796070496
skincare,SKU79,25.15162217670327,11,8,3903.3480716802424,Female,23,17,5,10,Carrier A,9.517626289422765,Supplier 4,Chennai,30,985,7,66.03107115877741,Pending,3.723004560896608,Rail,Route B,806.8379801377952
skincare,SKU2,62.017687376284314,28,469,9866.465457979695,Female,27,1,8,8,Carrier B,1.0134865660958965,Supplier 2,Kolkata,30,104,3,47.31993002680163,Fail,2.5763413538153155,Sea,Route A,253.1515540842812
skincare,SKU67,99.1713286386242,100,8,6901.530237148075,Female,0,30,1,8,Carrier B,5.103942312576271,Supplier 2,Bangalore,30,334,30,53.44212187544149,Fail,4.939255288620948,Rail,Route A,892.3923829774516
haircare,SKU36,37.652124069172196,14,352,9866.465457979695,Female,78,10,14,7,Carrier B,6.679439907074619,Supplier 1,Kolkata,30,885,11,1.0850685695870688,Pending,1.8247905184345408,Rail,Route C,582.7239351962257
haircare,SKU93,40.38090296495163,41,996,9866.465457979695,Unknown,100,30,67,1,Carrier B,5.184413228048895,Supplier 4,Chennai,30,369,22,45.93031635703203,Pending,1.5629398571594666,Road,Route C,158.03488739627846
haircare,SKU15,21.932682364952388,22,996,5692.393336701716,Male,37,30,60,10,Carrier B,2.2116929614364773,Supplier 4,Chennai,21,751,30,70.81285582073863,Pending,0.0186075676310149,Sea,Route A,207.21828113050242
skincare,SKU73,62.7603796980504,4,21,7159.475609653426,Male,0,30,87,10,Carrier A,8.28024176138703,Supplier 1,Chennai,30,569,1,1.0850685695870688,Pass,4.800297082487453,Rail,Route C,997.4134501331946
skincare,SKU12,57.73200098492056,41,401,9866.465457979695,Female,60,1,55,10,Carrier B,3.5698020823267003,Supplier 4,Kolkata,23,477,1,99.46610860359912,Pending,1.1748478225467007,Road,Route A,140.21032356141765
haircare,SKU79,30.15971119226461,56,996,5566.028739596208,Female,53,12,60,10,Carrier B,9.92981624527726,Supplier 2,Kolkata,30,646,19,52.41837938583395,Pending,3.5324701231419766,Rail,Route C,500.00862326524975
skincare,SKU9,99.1713286386242,5,789,9866.465457979695,Unknown,100,7,96,10,Carrier B,7.254954866463841,Supplier 1,Mumbai,30,104,13,58.882814009256805,Fail,3.576576167592818,Sea,Route B,161.5680772867707
cosmetics,SKU34,1.6999760138659377,20,996,9052.35129615438,Non-binary,100,9,40,4,Carrier B,2.3105520813647162,Supplier 2,Kolkata,30,288,22,57.615092088048826,Pending,3.639906813461239,Road,Route C,709.4929594669372
cosmetics,SKU44,28.58317713379173,59,752,1061.618523013288,Male,49,12,10,8,Carrier A,2.7687326892249935,Supplier 1,Delhi,20,322,3,79.4572810250086,Pass,4.939255288620948,Rail,Route B,723.1203178175097
skincare,SKU92,80.61816159609059,60,780,2103.0159394130555,Male,100,12,54,8,Carrier C,9.609828753770952,Supplier 2,Delhi,22,104,1,68.54161669037505,Fail,4.268961308889811,Road,Route A,342.3802335730095
skincare,SKU56,58.753038451997554,30,8,9866.465457979695,Female,100,12,2,8,Carrier C,9.92981624527726,Supplier 1,Chennai,30,479,16,75.39455491060373,Fail,2.546058017891024,Road,Route C,997.4134501331946
haircare,SKU37,77.47777628841666,15,323,5908.931043168021,Non-binary,35,8,34,7,Carrier B,1.7598743633503444,Supplier 1,Delhi,30,104,17,1.0850685695870688,Pass,0.0186075676310149,Air,Route B,729.7009345009495
haircare,SKU70,25.08198987372599,18,726,9866.465457979695,Male,100,3,34,5,Carrier C,4.391119960443426,Supplier 4,Delhi,29,145,30,37.78916385429295,Pending,4.257628737428359,Rail,Route A,103.91624796070496
haircare,SKU54,13.056763001912373,10,99,9866.465457979695,Female,98,30,1,3,Carrier B,3.4911086707510455,Supplier 1,Chennai,30,588,19,1.0850685695870688,Fail,1.7503188520330957,Rail,Route A,452.7214563818605
skincare,SKU31,45.58943549423931,20,996,1531.6300557306286,Female,100,1,6,10,Carrier A,1.0134865660958965,Supplier 4,Kolkata,30,251,2,1.0850685695870688,Pending,3.6489500943741437,Rail,Route A,498.86524588310175
haircare,SKU51,1.6999760138659377,31,317,1061.618523013288,Unknown,46,30,17,4,Carrier C,4.5443798075219135,Supplier 4,Mumbai,1,985,10,30.258611564661187,Fail,4.939255288620948,Sea,Route A,222.88412020872875
skincare,SKU37,99.1713286386242,100,8,1490.3246114455899,Female,0,1,6,5,Carrier B,4.57671162813461,Supplier 3,Kolkata,30,104,15,86.39519012928095,Pending,4.939255288620948,Sea,Route A,905.4276685209056
skincare,SKU32,65.10487423060673,81,723,1329.8639034546275,Female,88,4,9,10,Carrier C,5.354607151521529,Supplier 3,Mumbai,30,104,7,26.95098279256998,Fail,3.704049852011582,Rail,Route A,635.4827160825836
haircare,SKU34,33.25765136304923,66,291,5348.552122779422,Non-binary,38,17,21,4,Carrier A,5.125011883457178,Supplier 1,Kolkata,5,888,10,99.46610860359912,Fail,4.939255288620948,Rail,Route B,456.51943737284006
haircare,SKU51,70.00283173548269,91,8,9866.465457979695,Male,0,1,67,1,Carrier B,7.962137630123173,Supplier 3,Delhi,30,831,9,48.72911261160955,Fail,1.1251048409402362,Rail,Route B,997.4134501331946
skincare,SKU5,80.76949211484678,48,8,9866.465457979695,Male,92,1,1,8,Carrier A,6.35555479802763,Supplier 2,Chennai,30,230,4,99.46610860359912,Pending,4.939255288620948,Rail,Route A,997.4134501331946
haircare,SKU44,99.1713286386242,25,54,4385.61676416776,Unknown,77,1,1,4,Carrier A,7.562475678504164,Supplier 4,Bangalore,27,881,12,14.363411652892275,Pending,4.939255288620948,Sea,Route B,103.91624796070496
skincare,SKU98,99.1713286386242,18,682,1061.618523013288,Male,90,1,68,6,Carrier B,3.1303552477174135,Supplier 4,Chennai,15,985,1,81.1371467798094,Pass,4.241207096209624,Rail,Route A,688.3269691544298
skincare,SKU21,53.69934967039433,1,696,7191.292849592146,Unknown,14,1,56,10,Carrier C,1.0134865660958965,Supplier 3,Kolkata,12,985,1,1.0850685695870688,Pending,3.501728881733652,Rail,Route A,401.74175236331297
cosmetics,SKU39,58.00085120967081,39,996,4979.923161401385,Unknown,22,1,7,8,Carrier A,1.0134865660958965,Supplier 5,Mumbai,28,104,8,79.33505984331309,Pending,2.9593684887864864,Rail,Route A,684.8358713370512
haircare,SKU14,31.863988381109614,1,736,3523.5926588868415,Female,100,1,11,7,Carrier A,3.223981200931851,Supplier 3,Bangalore,27,367,7,1.0850685695870688,Pass,4.939255288620948,Rail,Route C,226.19071558551576
skincare,SKU30,92.96754086938085,100,825,1061.618523013288,Female,46,29,9,5,Carrier C,2.657693374668254,Supplier 1,Chennai,8,716,9,40.40885850951774,Fail,1.342113450525248,Rail,Route A,103.91624796070496
skincare,SKU25,77.65506340399065,52,996,4279.976344097503,Male,95,12,29,7,Carrier A,6.254499030243149,Supplier 5,Chennai,30,104,16,73.28096194631543,Fail,4.939255288620948,Air,Route A,374.98044628115133
skincare,SKU83,1.6999760138659377,41,31,5900.986100074913,Female,0,7,14,10,Carrier B,8.729047486930218,Supplier 3,Chennai,21,104,14,1.0850685695870688,Pending,4.939255288620948,Rail,Route B,997.4134501331946
skincare,SKU80,40.220593715009706,12,193,9839.620939524568,Non-binary,100,13,21,8,Carrier B,1.0134865660958965,Supplier 4,Chennai,7,445,11,68.3076649727433,Pass,4.939255288620948,Rail,Route A,805.6678076132633
skincare,SKU42,78.84314222015566,29,68,3624.336267121393,Male,47,1,93,6,Carrier B,7.921719129993608,Supplier 1,Mumbai,24,918,1,69.8348099733909,Pending,4.939255288620948,Rail,Route A,103.91624796070496
skincare,SKU8,45.720600258652254,15,996,4389.027985009847,Male,100,6,49,7,Carrier C,3.1856757566227953,Supplier 5,Mumbai,6,104,28,13.366837629953423,Pass,4.939255288620948,Road,Route A,456.4445578105373
cosmetics,SKU57,40.752608146823235,92,364,8921.87781736088,Non-binary,23,16,96,5,Carrier A,9.92981624527726,Supplier 1,Kolkata,21,935,4,1.0850685695870688,Pending,3.512356970608094,Air,Route A,747.3033330402739
skincare,SKU37,3.6090948987923106,75,298,4530.055489792227,Female,0,19,1,5,Carrier A,1.0134865660958965,Supplier 1,Kolkata,17,104,11,69.53960860383108,Pending,3.320886791031937,Rail,Route C,103.91624796070496
haircare,SKU86,99.1713286386242,91,850,6621.574853468085,Non-binary,100,1,59,9,Carrier C,2.985763113594172,Supplier 2,Chennai,7,788,6,99.46610860359912,Fail,3.813852562196993,Air,Route A,128.38210994336657
skincare,SKU37,67.33754739353529,27,60,6494.941901376783,Male,62,1,1,1,Carrier A,3.7393035645855535,Supplier 3,Chennai,27,646,25,55.12175501507765,Pending,3.253051310104475,Rail,Route C,697.960014328517
haircare,SKU61,99.1713286386242,58,564,1061.618523013288,Non-binary,25,30,14,1,Carrier B,4.448901361416818,Supplier 4,Bangalore,10,976,13,99.46610860359912,Pending,4.939255288620948,Air,Route B,418.8311149208942
haircare,SKU58,77.80041040867289,45,689,9866.465457979695,Female,84,1,22,5,Carrier B,2.5652134673658162,Supplier 1,Bangalore,29,760,28,34.35956058644426,Pass,0.0186075676310149,Rail,Route B,661.025566380608
cosmetics,SKU48,1.6999760138659377,5,112,4596.090973975669,Male,41,1,55,10,Carrier A,1.0134865660958965,Supplier 1,Chennai,30,412,1,79.13475292697527,Pass,3.926538880867641,Road,Route C,694.4318751322844
haircare,SKU60,67.24051331477683,61,8,6786.247221359961,Male,0,1,1,1,Carrier A,2.4659201357460674,Supplier 5,Chennai,12,985,1,97.40705332945205,Fail,2.565891444920051,Air,Route C,997.4134501331946
haircare,SKU80,99.1713286386242,92,785,4537.035394576966,Non-binary,0,30,15,3,Carrier B,9.92981624527726,Supplier 4,Mumbai,22,931,10,60.74515809801944,Fail,3.06529864227664,Road,Route B,672.143098230632
skincare,SKU96,25.296997884840174,64,996,6506.253557006906,Male,12,1,43,10,Carrier A,5.649012375400332,Supplier 5,Kolkata,1,985,5,99.46610860359912,Fail,4.939255288620948,Road,Route C,736.8306618625962
skincare,SKU57,1.6999760138659377,9,753,9866.465457979695,Male,100,1,31,7,Carrier C,3.2760761885787977,Supplier 4,Chennai,27,104,17,52.11518112711535,Pending,2.994767377893834,Road,Route A,103.91624796070496
haircare,SKU19,56.89857294244932,11,712,1061.618523013288,Female,0,1,71,9,Carrier B,1.954130725284573,Supplier 1,Mumbai,30,948,25,57.166571560440715,Pending,4.939255288620948,Sea,Route A,103.91624796070496
skincare,SKU81,57.07804698790292,54,8,7068.613160358046,Female,0,1,1,2,Carrier C,5.203416723604727,Supplier 4,Kolkata,30,333,6,29.852598850159936,Pending,3.3239868925779437,Sea,Route B,475.6611861913794
haircare,SKU66,72.4754074613217,1,996,6035.383436160479,Non-binary,100,11,18,7,Carrier C,1.0134865660958965,Supplier 4,Bangalore,30,104,19,14.60111907804681,Pass,2.4035374824060254,Air,Route A,344.96646716964005
skincare,SKU56,44.39234470452874,100,69,9866.465457979695,Non-binary,100,1,6,9,Carrier A,7.520497728992659,Supplier 4,Chennai,30,104,20,26.81631964516178,Pass,2.4274419916720533,Air,Route C,573.1082108759377
skincare,SKU31,29.174330705653922,66,996,1061.618523013288,Unknown,91,17,24,10,Carrier A,1.8336256676828153,Supplier 2,Kolkata,24,104,1,80.07687149884394,Pass,4.939255288620948,Air,Route A,761.5178684687454
haircare,SKU75,1.6999760138659377,36,996,7339.4774852142145,Non-binary,100,30,16,9,Carrier B,9.92981624527726,Supplier 1,Bangalore,28,325,29,1.0850685695870688,Pending,0.5283312340890718,Air,Route B,103.91624796070496
haircare,SKU30,30.62372486191313,77,461,7098.227746723122,Female,14,13,1,10,Carrier B,5.668445772854211,Supplier 1,Mumbai,30,500,21,99.46610860359912,Fail,4.939255288620948,Rail,Route A,997.4134501331946
skincare,SKU67,54.79381330817934,1,410,3518.283416656239,Unknown,100,3,55,10,Carrier B,4.760501404194346,Supplier 2,Mumbai,30,258,8,13.411102116738412,Pending,4.304986940465324,Road,Route A,130.6082021525077
haircare,SKU83,1.6999760138659377,34,106,9148.629782806944,Unknown,61,1,1,8,Carrier B,2.407113722227127,Supplier 3,Chennai,23,654,9,65.63846043429572,Pass,1.1411990920106507,Road,Route A,281.938946207795
haircare,SKU2,1.6999760138659377,1,14,9866.465457979695,Female,81,17,29,1,Carrier A,3.2726581632122986,Supplier 4,Bangalore,27,355,23,8.687895286423238,Fail,3.691185967887826,Rail,Route A,103.91624796070496
cosmetics,SKU53,69.39204408940549,15,263,7530.617098131388,Unknown,100,1,1,10,Carrier A,2.7400951891043146,Supplier 2,Kolkata,30,628,6,99.46610860359912,Pending,4.277969990455103,Rail,Route A,352.4081287234781
skincare,SKU9,1.6999760138659377,1,554,8698.424302467602,Female,37,22,72,2,Carrier B,8.167936396022254,Supplier 1,Chennai,30,222,19,5.757039036813918,Pending,3.800977057542619,Road,Route A,171.8220110266164
skincare,SKU30,58.00112019871144,27,996,7088.164191812739,Female,100,26,1,5,Carrier B,9.92981624527726,Supplier 3,Kolkata,16,354,19,1.0850685695870688,Pending,2.2655991758744687,Road,Route A,103.91624796070496
skincare,SKU62,73.7902979312909,53,451,7137.166960669881,Female,16,20,47,3,Carrier A,4.051292386648491,Supplier 3,Bangalore,30,163,23,1.0850685695870688,Pending,2.9122174083029013,Road,Route C,298.98837683535896
haircare,SKU4,99.1713286386242,100,17,9866.465457979695,Unknown,93,7,1,6,Carrier C,7.409634700701391,Supplier 4,Delhi,30,499,30,10.068857247225887,Pending,2.425045360184465,Rail,Route A,709.2790462926312
skincare,SKU29,65.03871960174841,34,8,9866.465457979695,Female,100,1,71,6,Carrier C,8.738757556724156,Supplier 5,Chennai,12,104,30,44.812926403854306,Fail,4.393423818071829,Air,Route B,835.364727570979
skincare,SKU8,1.6999760138659377,17,13,9866.465457979695,Male,60,17,23,3,Carrier B,3.668782054982782,Supplier 1,Kolkata,30,475,30,99.46610860359912,Pending,4.939255288620948,Rail,Route C,198.7317796931958
haircare,SKU48,84.58085071718956,51,131,1061.618523013288,Unknown,17,30,49,6,Carrier C,5.311516202303026,Supplier 5,Kolkata,13,235,29,1.0850685695870688,Pending,4.939255288620948,Sea,Route A,997.4134501331946
skincare,SKU19,1.6999760138659377,100,254,3609.1654034588573,Non-binary,100,1,11,5,Carrier C,4.068123925873138,Supplier 2,Delhi,30,321,16,42.82508945456274,Pending,0.9172301131312321,Air,Route A,103.91624796070496
skincare,SKU88,48.675237292971296,68,996,6476.058128780942,Male,100,28,91,4,Carrier C,4.365100281659783,Supplier 3,Delhi,30,698,21,3.1627015379803503,Pending,0.018925731189243677,Rail,Route A,307.9816275041854
haircare,SKU70,69.48690217293371,48,996,2667.3985463436866,Female,60,1,1,10,Carrier C,2.570511640131035,Supplier 2,Delhi,13,946,1,99.46610860359912,Fail,4.939255288620948,Rail,Route C,807.3451683380046
skincare,SKU45,33.22223403364889,32,230,9866.465457979695,Female,40,1,49,3,Carrier A,4.6161346363543325,Supplier 2,Kolkata,30,315,1,84.64176775365128,Fail,4.939255288620948,Sea,Route C,103.91624796070496
skincare,SKU19,3.0550034098440833,35,739,9866.465457979695,Male,66,7,1,5,Carrier B,6.023811768259829,Supplier 4,Chennai,30,472,1,1.0850685695870688,Pending,3.127469913434233,Rail,Route A,103.91624796070496
skincare,SKU40,15.45041398782956,13,8,7508.872004526396,Male,25,1,1,4,Carrier A,3.673501278825988,Supplier 2,Chennai,30,361,9,71.73493447567705,Pending,3.2148623296057215,Rail,Route A,264.10436049894344
skincare,SKU39,52.788970855225756,100,996,1061.618523013288,Female,0,1,68,9,Carrier C,1.0134865660958965,Supplier 4,Kolkata,30,104,30,2.01464154531854,Pending,4.728160378712316,Air,Route B,103.91624796070496
skincare,SKU88,96.671417205455,64,548,3147.4541805757435,Female,0,19,11,6,Carrier C,7.503064356291642,Supplier 4,Delhi,25,203,30,24.966777818535846,Pending,4.939255288620948,Rail,Route A,754.7224785683885
haircare,SKU43,55.84895230184577,1,577,2074.308241544846,Male,0,1,75,10,Carrier A,1.0134865660958965,Supplier 1,Mumbai,30,924,10,79.7117877051603,Pending,4.939255288620948,Air,Route C,442.91669449530747
skincare,SKU2,1.6999760138659377,53,657,9866.465457979695,Female,100,24,1,10,Carrier C,5.146442870181675,Supplier 3,Bangalore,22,985,6,91.86121764802239,Fail,3.084838178991582,Road,Route C,200.79210920972935
haircare,SKU62,6.467069632432443,7,993,9866.465457979695,Male,0,1,57,3,Carrier B,2.163936858359528,Supplier 4,Kolkata,24,104,27,61.25461601577618,Pass,0.0186075676310149,Air,Route A,323.1913911083865
haircare,SKU6,9.943892671197721,1,228,9866.465457979695,Male,76,1,96,8,Carrier A,1.0134865660958965,Supplier 1,Delhi,26,275,10,55.91256063921176,Fail,0.43467623714459014,Rail,Route A,419.14550666545375
skincare,SKU94,20.701199810595117,80,859,1061.618523013288,Female,100,30,82,8,Carrier C,9.92981624527726,Supplier 2,Kolkata,14,733,30,99.46610860359912,Fail,4.04025052649094,Rail,Route B,103.91624796070496
skincare,SKU41,56.84692494845912,12,996,1927.9500711137046,Male,79,1,73,10,Carrier C,9.585125735933554,Supplier 4,Bangalore,30,644,1,99.46610860359912,Pending,4.08066118052748,Rail,Route B,162.5395758786226
skincare,SKU98,70.6263620384849,13,996,1061.618523013288,Female,28,30,19,10,Carrier C,3.208891536565617,Supplier 1,Chennai,30,104,28,74.4565414478472,Pending,3.5870431622323036,Sea,Route A,622.7067730017062
cosmetics,SKU26,56.30321044178966,61,8,7729.267363302896,Unknown,78,1,14,6,Carrier C,8.759534876108006,Supplier 1,Bangalore,14,918,24,99.46610860359912,Pass,4.939255288620948,Rail,Route C,637.1995353646412
haircare,SKU17,49.609863693180074,39,8,4001.694795297456,Female,73,1,1,10,Carrier C,6.013190641416973,Supplier 1,Chennai,11,895,2,99.46610860359912,Pending,4.939255288620948,Rail,Route A,734.7074197237641
skincare,SKU43,80.44171506449034,20,996,1061.618523013288,Male,72,1,76,10,Carrier B,7.778601579358352,Supplier 4,Kolkata,29,860,1,99.46610860359912,Pass,4.3986987791951675,Road,Route B,103.91624796070496
cosmetics,SKU42,1.6999760138659377,73,670,8141.56089551056,Female,36,1,15,2,Carrier A,1.0134865660958965,Supplier 3,Delhi,30,420,3,99.46610860359912,Pending,3.3139770047480477,Rail,Route A,351.0024475442535
skincare,SKU71,18.302206997083765,37,343,8757.888431710022,Female,34,22,27,5,Carrier C,1.0134865660958965,Supplier 3,Bangalore,12,192,30,99.46610860359912,Pass,3.6114521122748346,Air,Route A,251.06473163460106
haircare,SKU93,1.6999760138659377,47,978,9866.465457979695,Non-binary,28,19,62,10,Carrier C,7.117809426935043,Supplier 4,Delhi,30,104,13,71.6175405688695,Pending,2.3574445280835805,Air,Route A,399.8040973658316
haircare,SKU28,1.6999760138659377,10,996,7675.173899187276,Unknown,100,23,96,7,Carrier B,2.7644800005242773,Supplier 3,Chennai,30,739,3,1.0850685695870688,Fail,0.0186075676310149,Rail,Route C,103.91624796070496
cosmetics,SKU90,99.1713286386242,23,996,9866.465457979695,Non-binary,0,1,96,9,Carrier C,4.9003155935384335,Supplier 3,Bangalore,17,808,10,19.770594883766776,Pending,2.6241345200793984,Rail,Route A,710.6389677861024
haircare,SKU60,50.07598592772086,11,496,5962.058260381061,Female,0,24,96,10,Carrier C,9.92981624527726,Supplier 2,Kolkata,30,306,30,62.68768763723315,Pending,4.939255288620948,Rail,Route A,876.8212264305562
skincare,SKU54,99.1713286386242,17,541,9866.465457979695,Female,33,1,96,6,Carrier B,6.23859625151002,Supplier 2,Mumbai,26,985,11,99.46610860359912,Pending,0.6217661791827431,Rail,Route C,864.4649035941443
